country_DE;country_ES;country_FR;country_IT;customer_segment_Premium;customer_segment_Standard;acquisition_channel_Organic;acquisition_channel_Paid Ads;acquisition_channel_Referral;recency_days;frequency;monetary_total;avg_order_value;recent_30d_spend;prev_30d_spend;spend_trend;tenure_days;future_revenue_90d
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;270.0;56.93
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;2.0;59.3;29.65;42.78;16.52;26.26;219.0;16.05
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;19.0;5.0;196.53;39.306;18.64;120.75999999999999;-102.11999999999999;659.0;20.93
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;502.0;83.89
0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;169.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;1.0;57.21;57.21;57.21;0.0;57.21;122.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;101.0;2.0;56.97;28.485;0.0;0.0;0.0;412.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;142.0;50.97
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;1.0;33.55;33.55;33.55;0.0;33.55;115.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;447.0;53.29
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;48.27
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;47.0;1.0;75.09;75.09;0.0;75.09;-75.09;520.0;83.07
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;555.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;232.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;265.0;66.07
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;136.0;1.0;9.16;9.16;0.0;0.0;0.0;628.0;39.77
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;61.0;2.0;67.67;33.835;0.0;0.0;0.0;122.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;10.0;392.71;39.271;152.60999999999999;72.38;80.22999999999999;584.0;148.23000000000002
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;46.0;2.0;112.31;56.155;0.0;68.99;-68.99;142.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;78.0;2.0;53.37;26.685;0.0;0.0;0.0;725.0;157.79
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;61.0;3.0;193.39;64.46333333333332;0.0;0.0;0.0;148.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;72.0;3.0;185.26999999999998;61.75666666666666;0.0;0.0;0.0;155.0;43.68
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;244.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;61.0;1.0;26.48;26.48;0.0;0.0;0.0;386.0;117.89
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;74.0;2.0;192.95;96.475;0.0;0.0;0.0;215.0;56.82
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;528.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;27.21;13.605;17.97;0.0;17.97;160.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;5.0;2816.74;563.348;26.6;2619.48;-2592.88;324.0;199.85
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;130.0;2.0;84.11;42.055;0.0;0.0;0.0;395.0;143.71
0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;361.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;315.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;58.0;2.0;253.23;126.615;0.0;230.78;-230.78;703.0;69.15
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;628.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;70.0;2.0;446.09000000000003;223.04500000000002;0.0;0.0;0.0;551.0;33.49
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;2.0;96.28999999999999;48.144999999999996;96.28999999999999;0.0;96.28999999999999;647.0;135.5
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0;5.0;305.56;61.112;161.48000000000002;108.66;52.82000000000002;409.0;27.29
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;84.0;1.0;39.01;39.01;0.0;0.0;0.0;242.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;28.0;2.0;151.57999999999998;75.78999999999999;113.35;0.0;113.35;252.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;30.0;4.0;81.72;20.43;0.0;49.56;-49.56;386.0;48.02
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;93.0;1.0;21.04;21.04;0.0;0.0;0.0;317.0;105.84
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;673.0;25.46
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;77.0;1.0;33.53;33.53;0.0;0.0;0.0;171.0;74.28
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;310.0;39.67
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.0;3.0;104.56;34.85333333333333;44.13;0.0;44.13;267.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;317.0;41.51
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;24.0;6.0;226.29999999999998;37.71666666666666;31.23;0.0;31.23;326.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;58.0;2.0;670.32;335.16;0.0;640.22;-640.22;664.0;96.12
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;11.0;3.0;117.64999999999999;39.21666666666666;46.33;0.0;46.33;322.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;36.0;1.0;97.7;97.7;0.0;97.7;-97.7;149.0;34.28
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;137.92;34.48;11.27;51.12;-39.849999999999994;508.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;92.0;3.0;74.65;24.883333333333336;0.0;0.0;0.0;290.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;76.0;3.0;136.20999999999998;45.40333333333333;0.0;0.0;0.0;708.0;32.16
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;148.0;1.0;33.23;33.23;0.0;0.0;0.0;476.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;86.58000000000001;28.860000000000003;16.78;0.0;16.78;411.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;25.0;6.0;293.46000000000004;48.910000000000004;123.19;0.0;123.19;574.0;77.34
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;528.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;2.0;416.53;208.265;32.65;0.0;32.65;432.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;90.0;1.0;103.0;103.0;0.0;0.0;0.0;107.0;68.76
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;43.0;2.0;86.53;43.265;0.0;86.53;-86.53;705.0;21.79
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;43.0;3.0;341.77;113.92333333333333;0.0;79.84;-79.84;559.0;223.29
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;45.0;1.0;6.24;6.24;0.0;6.24;-6.24;130.0;54.519999999999996
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;80.0;2.0;523.75;261.875;0.0;0.0;0.0;688.0;359.73
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;53.87
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;525.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;106.12
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;15.0;5.0;324.45;64.89;142.87;0.0;142.87;516.0;85.69
0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;42.0;3.0;942.81;314.27;0.0;628.64;-628.64;413.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;247.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;20.0;2.0;48.459999999999994;24.229999999999997;20.13;0.0;20.13;638.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;323.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;50.0;1.0;18.61;18.61;0.0;18.61;-18.61;361.0;14.16
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;50.0;1.0;25.48;25.48;0.0;25.48;-25.48;157.0;102.53
0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;78.28
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;48.0;1.0;52.56;52.56;0.0;52.56;-52.56;245.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;71.0;5.0;247.76;49.552;0.0;0.0;0.0;431.0;15.47
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;2.0;121.97;60.985;67.97;0.0;67.97;433.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;159.0;1.0;56.68;56.68;0.0;0.0;0.0;425.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;115.0;1.0;26.91;26.91;0.0;0.0;0.0;135.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;52.83;26.415;17.43;35.4;-17.97;496.0;113.54
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;608.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;142.0;3.0;250.49;83.49666666666667;0.0;0.0;0.0;486.0;51.08
0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;15.0;3.0;160.17000000000002;53.39000000000001;16.39;0.0;16.39;714.0;103.66999999999999
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0;2.0;84.77;42.385;0.0;0.0;0.0;653.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;29.0;5.0;536.01;107.202;194.09;111.83;82.26;665.0;313.92
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;71.0;1.0;37.71;37.71;0.0;0.0;0.0;166.0;148.46
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;1.0;33.03;33.03;33.03;0.0;33.03;202.0;22.84
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;221.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;393.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;63.0;1.0;69.71;69.71;0.0;0.0;0.0;206.0;95.79
1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;613.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;17.0;1.0;16.09;16.09;16.09;0.0;16.09;72.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;34.0;2.0;72.43;36.215;0.0;35.97;-35.97;364.0;0.0
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;22.0;1.0;71.46;71.46;71.46;0.0;71.46;45.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;4.0;173.10999999999999;43.277499999999996;13.79;0.0;13.79;619.0;31.52
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;367.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;43.0;1.0;43.81;43.81;0.0;43.81;-43.81;221.0;73.49000000000001
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;132.0;4.0;157.86;39.465;0.0;0.0;0.0;368.0;0.0
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;90.0;3.0;269.45;89.81666666666666;0.0;0.0;0.0;404.0;70.14
