customer_id,transaction_date,amount
C0039,2024-05-27,30.05
C0039,2024-08-30,21.76
C0039,2024-10-07,38.05
C0039,2024-11-08,64.33
C0039,2024-12-12,37.36
C0039,2024-12-19,26.97
C0039,2025-01-11,23.74
C0039,2025-04-25,322.18
C0040,2025-05-17,45.16
C0042,2024-12-18,37.54
C0042,2024-12-26,30.19
C0042,2025-01-02,43.0
C0042,2025-02-10,36.76
C0042,2025-03-21,44.64
C0042,2025-04-13,24.32
C0043,2024-10-24,22.56
C0043,2025-01-26,16.67
C0043,2025-02-24,51.09
C0043,2025-03-14,15.34
C0043,2025-03-29,44.26
C0043,2025-05-05,188.42
C0044,2023-12-21,114.58
C0044,2024-05-31,86.98
C0044,2024-09-13,99.69
C0044,2024-10-06,175.83
C0044,2024-12-06,39.92
C0044,2025-04-08,72.26
C0044,2025-05-08,59.41
C0045,2024-02-15,24.09
C0045,2024-04-28,17.2
C0045,2024-08-05,26.39
C0045,2025-01-04,17.2
C0045,2025-03-20,22.76
C0045,2025-05-31,22.66
C0046,2025-05-17,108.82
C0047,2024-07-07,43.72
C0047,2025-03-07,21.71
C0049,2024-10-08,36.25
C0049,2025-03-03,37.98
C0049,2025-03-16,40.29
C0050,2025-01-29,31.97
C0050,2025-04-12,12.94
C0050,2025-05-28,25.59
C0051,2024-11-03,57.37
C0051,2024-12-06,32.86
C0052,2024-01-21,128.28
C0052,2024-06-22,46.23
C0052,2024-12-04,26.99
C0052,2025-04-02,58.26
C0053,2023-12-12,66.17
C0053,2024-02-11,20.64
C0053,2025-01-09,27.17
C0053,2025-03-24,48.8
C0053,2025-04-24,17.4
C0054,2024-05-07,37.12
C0054,2024-05-12,43.36
C0054,2024-06-30,116.56
C0054,2024-10-12,302.55
C0054,2024-10-22,56.36
C0054,2024-12-03,52.05
C0054,2025-01-28,11.64
C0055,2024-04-28,16.8
C0055,2024-06-17,40.57
C0055,2024-07-28,70.65
C0056,2024-01-11,186.22
C0056,2024-03-20,104.8
C0056,2024-03-24,80.06
C0056,2024-10-30,49.45
C0056,2024-11-23,46.92
C0057,2024-06-09,21.91
C0057,2024-09-05,31.57
C0057,2024-10-06,24.89
C0057,2024-12-13,24.69
C0057,2025-02-07,19.2
C0058,2024-03-22,49.65
C0058,2024-03-26,34.74
C0058,2024-06-05,42.17
C0058,2024-09-06,18.91
C0058,2024-10-09,16.8
C0058,2024-11-28,12.36
C0058,2025-03-10,26.47
C0058,2025-03-15,23.28
C0059,2024-08-18,44.62
C0059,2025-01-08,20.73
C0059,2025-04-28,21.8
C0060,2024-06-15,33.76
C0060,2024-07-11,27.53
C0060,2024-07-22,47.94
C0060,2024-09-14,11.07
C0060,2024-12-13,43.88
C0061,2025-04-17,36.54
C0063,2024-10-18,666.32
C0063,2024-12-18,110.58
C0065,2024-07-08,25.76
C0065,2024-09-02,25.1
C0065,2024-10-26,75.01
C0065,2025-02-02,32.41
C0065,2025-05-20,38.03
C0066,2024-02-08,57.1
C0066,2024-02-11,67.21
C0066,2024-02-11,59.41
C0066,2024-02-24,116.87
C0066,2024-09-23,66.26
C0066,2024-11-04,116.08
C0068,2024-02-11,27.65
C0068,2024-04-14,16.4
C0068,2024-10-08,31.73
C0068,2024-12-16,38.6
C0069,2024-09-28,22.61
C0069,2025-03-10,16.21
C0069,2025-03-26,40.34
C0069,2025-03-31,34.96
C0069,2025-04-03,11.42
C0069,2025-04-23,77.08
C0069,2025-05-11,48.05
C0070,2024-03-08,41.51
C0070,2024-06-03,238.76
C0070,2024-06-15,190.17
C0070,2024-11-14,39.49
C0070,2024-12-09,22.25
C0070,2025-01-28,48.49
C0071,2025-04-29,19.73
C0072,2024-01-02,30.83
C0072,2024-05-30,45.28
C0072,2024-07-05,31.46
C0072,2024-12-22,13.32
C0072,2025-01-04,50.95
C0072,2025-02-13,70.67
C0072,2025-03-12,45.41
C0073,2024-09-10,78.77
C0073,2025-02-23,62.45
C0073,2025-03-16,168.68
C0073,2025-04-10,117.69
C0073,2025-05-10,391.69
C0074,2024-01-01,174.47
C0074,2024-06-19,108.56
C0074,2024-06-27,81.16
C0074,2024-08-15,81.32
C0074,2024-08-28,195.24
C0074,2024-09-13,50.85
C0074,2024-12-29,43.43
C0074,2024-12-31,46.7
C0074,2025-05-21,23.87
C0075,2025-02-09,113.45
C0075,2025-04-05,70.94
C0075,2025-05-17,151.33
C0076,2024-06-22,45.29
C0076,2025-02-04,111.32
C0076,2025-03-10,15.81
C0076,2025-03-13,207.95
C0076,2025-03-16,43.25
C0076,2025-05-15,48.89
C0077,2024-03-07,19.01
C0077,2024-10-13,60.4
C0077,2025-02-24,9.05
C0079,2024-06-03,97.52
C0079,2024-09-20,39.48
C0079,2025-04-16,99.29
C0079,2025-04-17,30.63
C0079,2025-04-28,109.63
C0081,2025-01-08,36.34
C0082,2024-02-25,16.74
C0082,2024-07-05,31.59
C0082,2024-09-21,31.65
C0082,2025-05-23,25.75
C0083,2023-12-08,20.31
C0083,2024-06-06,43.53
C0083,2024-07-23,62.0
C0083,2024-10-30,35.8
C0083,2024-10-30,128.78
C0083,2024-11-21,28.0
C0083,2024-11-22,41.74
C0083,2024-12-02,27.27
C0083,2024-12-24,37.9
C0083,2025-05-14,18.92
C0083,2025-05-18,64.09
C0085,2025-02-07,26.94
C0085,2025-04-11,29.99
C0086,2024-06-30,33.68
C0086,2024-12-04,16.52
C0086,2025-01-23,42.78
C0086,2025-03-30,16.05
C0087,2024-04-29,19.73
C0087,2024-06-04,18.45
C0087,2024-09-01,40.86
C0087,2024-11-25,16.27
C0087,2024-12-04,45.62
C0087,2024-12-15,75.14
C0087,2025-01-12,18.64
C0087,2025-03-15,20.93
C0088,2025-02-18,56.25
C0088,2025-02-24,27.64
C0090,2025-01-24,57.21
C0091,2023-12-25,41.47
C0091,2024-08-24,26.89
C0091,2024-10-22,30.08
C0092,2025-02-02,50.97
C0092,2025-05-09,35.31
C0093,2025-01-22,33.55
C0094,2024-01-10,38.63
C0094,2024-02-25,14.09
C0094,2024-06-07,36.32
C0094,2025-03-24,22.72
C0094,2025-04-15,30.57
C0095,2025-04-06,48.27
C0096,2024-05-29,31.14
C0096,2024-06-11,24.37
C0096,2024-06-25,38.88
C0096,2024-12-15,75.09
C0096,2025-02-26,24.75
C0096,2025-04-06,32.17
C0096,2025-04-18,26.15
C0099,2025-03-08,30.47
C0099,2025-03-10,35.6
C0100,2024-09-17,9.16
C0100,2025-04-30,39.77
C0101,2024-10-12,13.15
C0101,2024-12-01,54.52
C0102,2024-08-07,77.85
C0102,2024-08-17,16.96
C0102,2024-10-08,22.62
C0102,2024-10-14,20.76
C0102,2024-11-06,18.11
C0102,2024-11-24,11.42
C0102,2024-12-04,25.08
C0102,2024-12-19,47.3
C0102,2025-01-09,92.1
C0102,2025-01-20,60.51
C0102,2025-02-06,58.35
C0102,2025-02-12,33.94
C0102,2025-03-12,22.06
C0102,2025-04-18,33.88
C0103,2024-11-30,43.32
C0103,2024-12-16,68.99
C0104,2024-01-03,42.56
C0104,2024-10-11,20.36
C0104,2024-11-14,33.01
C0104,2025-03-08,157.79
C0105,2024-10-14,68.31
C0105,2024-10-26,68.22
C0105,2024-12-01,56.86
C0106,2024-09-27,137.85
C0106,2024-10-21,22.96
C0106,2024-11-20,24.46
C0106,2025-04-23,43.68
C0106,2025-05-24,26.37
C0109,2024-06-17,49.15
C0109,2024-06-21,281.56
C0109,2024-07-03,127.74
C0109,2024-12-01,26.48
C0109,2025-02-21,28.69
C0109,2025-03-03,68.01
C0109,2025-04-04,21.19
C0110,2024-07-15,85.15
C0110,2024-07-24,52.49
C0110,2024-10-13,107.09
C0110,2024-11-18,85.86
C0110,2025-02-20,56.82
C0111,2024-06-18,46.68
C0112,2024-09-09,9.24
C0112,2025-01-31,17.97
C0113,2024-05-11,85.9
C0113,2024-09-21,32.59
C0113,2024-11-08,138.07
C0113,2024-12-12,2565.5
C0113,2024-12-15,53.98
C0113,2025-01-28,26.6
C0113,2025-04-26,199.85
C0113,2025-05-12,135.8
C0113,2025-05-18,136.51
C0114,2024-01-15,94.16
C0114,2024-03-20,33.48
C0114,2024-04-19,50.24
C0114,2024-08-08,46.46
C0114,2024-09-23,37.65
C0114,2025-04-07,54.28
C0114,2025-04-23,89.43
C0114,2025-05-29,37.67
C0117,2023-12-15,17.48
C0117,2024-01-07,51.22
C0117,2024-03-04,19.32
C0117,2024-04-02,7.94
C0117,2024-07-16,53.65
C0117,2024-10-16,22.45
C0117,2024-12-04,230.78
C0117,2025-03-03,13.43
C0117,2025-04-24,55.72
C0119,2024-01-30,26.83
C0119,2024-03-01,11.38
C0119,2024-05-20,83.44
C0119,2024-07-30,16.93
C0119,2024-08-01,40.43
C0119,2024-08-15,9.36
C0119,2024-11-22,436.73
C0119,2025-02-07,33.49
C0119,2025-05-09,35.11
C0120,2024-06-02,25.75
C0120,2024-06-28,82.58
C0120,2024-07-16,60.16
C0120,2025-01-17,28.69
C0120,2025-01-23,67.6
C0120,2025-02-28,38.44
C0120,2025-04-23,97.06
C0121,2024-01-10,17.47
C0121,2024-04-21,29.35
C0121,2024-05-30,20.52
C0121,2024-10-23,35.42
C0121,2024-12-06,72.43
C0121,2024-12-23,36.23
C0121,2025-01-20,52.17
C0121,2025-01-24,109.31
C0121,2025-03-05,27.29
C0122,2024-11-08,39.01
C0123,2024-07-29,113.13
C0123,2024-08-28,38.23
C0123,2025-01-03,113.35
C0124,2024-09-09,13.51
C0124,2024-11-19,18.65
C0124,2024-12-20,28.93
C0124,2025-01-01,20.63
C0124,2025-03-21,48.02
C0125,2025-05-16,23.76
C0126,2024-04-29,46.14
C0126,2024-10-30,21.04
C0126,2025-03-16,23.45
C0126,2025-03-31,82.39
C0127,2024-01-31,15.33
C0127,2024-08-03,41.15
C0127,2025-03-16,25.46
C0128,2024-11-15,33.53
C0128,2025-02-26,74.28
C0128,2025-05-23,23.55
C0129,2024-06-15,66.7
C0129,2025-02-02,39.67
C0129,2025-05-14,28.57
C0130,2024-09-01,20.15
C0130,2024-11-04,40.28
C0130,2025-01-03,44.13
C0131,2025-04-13,41.51
C0132,2024-08-02,32.91
C0132,2024-08-28,23.91
C0132,2024-09-07,41.05
C0132,2024-11-03,77.03
C0132,2024-11-14,16.12
C0132,2024-11-17,36.96
C0132,2025-01-07,31.23
C0132,2025-05-10,26.0
C0133,2024-03-02,73.0
C0133,2024-03-04,20.69
C0133,2024-04-14,33.31
C0133,2024-06-23,71.85
C0133,2024-11-23,30.1
C0133,2024-12-04,640.22
C0133,2025-02-05,41.79
C0133,2025-02-22,54.33
C0134,2024-09-06,30.66
C0134,2024-11-26,40.66
C0134,2025-01-20,46.33
C0135,2024-12-26,97.7
C0135,2025-02-21,34.28
C0136,2024-05-28,24.08
C0136,2024-06-03,47.06
C0136,2024-06-09,13.79
C0136,2024-09-18,10.42
C0136,2024-09-28,65.11
C0136,2024-12-22,51.12
C0136,2025-01-30,11.27
C0137,2024-08-14,22.07
C0137,2024-09-28,17.21
C0137,2024-10-31,35.37
C0138,2023-12-15,18.69
C0138,2024-07-25,23.51
C0138,2024-09-01,37.21
C0138,2024-09-18,23.01
C0138,2024-11-16,75.99
C0138,2025-04-22,32.16
C0139,2024-01-03,27.98
C0139,2024-04-25,22.69
C0139,2024-09-05,33.23
C0139,2025-05-17,49.6
C0140,2024-03-04,29.7
C0140,2024-10-11,26.59
C0140,2024-11-19,43.21
C0140,2025-01-30,16.78
C0141,2025-02-25,12.0
C0142,2024-08-30,28.81
C0142,2024-10-04,21.09
C0142,2024-11-11,103.95
C0142,2024-11-30,16.42
C0142,2025-01-02,19.66
C0142,2025-01-06,103.53
C0142,2025-04-14,77.34
C0144,2023-12-18,28.2
C0144,2024-02-05,42.24
C0144,2024-02-13,263.39
C0144,2024-02-19,70.75
C0144,2024-03-19,61.38
C0144,2024-05-26,27.33
C0144,2024-08-06,383.88
C0144,2025-01-23,32.65
C0146,2024-11-02,103.0
C0146,2025-03-26,68.76
C0147,2023-12-23,19.42
C0147,2024-01-22,27.02
C0147,2024-02-09,20.17
C0147,2024-06-19,26.81
C0147,2024-12-05,76.51
C0147,2024-12-19,10.02
C0147,2025-04-23,21.79
C0148,2023-12-29,127.82
C0148,2024-04-27,124.18
C0148,2024-07-13,29.67
C0148,2024-09-10,118.79
C0148,2024-11-19,143.14
C0148,2024-12-19,79.84
C0148,2025-03-09,56.15
C0148,2025-04-08,57.91
C0148,2025-04-09,109.23
C0148,2025-05-05,34.59
C0149,2024-12-17,6.24
C0149,2025-03-08,27.53
C0149,2025-04-30,26.99
C0150,2024-02-08,86.24
C0150,2024-10-26,149.29
C0150,2024-11-12,374.46
C0150,2025-02-24,25.03
C0150,2025-02-28,44.7
C0150,2025-03-24,290.0
C0151,2025-04-17,53.87
C0153,2025-02-03,41.37
C0153,2025-03-25,33.82
C0153,2025-04-09,30.93
C0153,2025-05-17,73.42
C0154,2024-06-28,73.49
C0154,2024-07-26,59.63
C0154,2024-09-08,57.39
C0154,2024-10-06,61.86
C0154,2024-11-14,62.33
C0154,2025-01-14,96.9
C0154,2025-01-16,45.97
C0154,2025-02-05,54.1
C0154,2025-03-20,31.59
C0155,2024-01-04,62.44
C0155,2024-10-01,252.66
C0155,2024-11-13,61.51
C0155,2024-12-20,628.64
C0155,2025-05-02,24.34
C0157,2024-03-06,61.7
C0157,2024-04-22,30.29
C0157,2024-05-03,88.99
C0157,2024-06-29,36.58
C0157,2024-07-04,95.04
C0157,2024-07-23,51.57
C0157,2024-08-13,28.33
C0157,2025-01-11,20.13
C0157,2025-05-10,99.62
C0157,2025-05-29,46.59
C0158,2025-05-08,21.58
C0158,2025-05-15,9.59
C0159,2024-02-13,34.63
C0159,2024-12-12,18.61
C0159,2025-05-01,14.16
C0160,2024-12-12,25.48
C0160,2025-03-05,35.33
C0160,2025-03-28,30.91
C0160,2025-03-30,36.29
C0160,2025-05-04,53.67
C0161,2025-04-15,78.28
C0161,2025-05-02,29.57
C0162,2024-12-14,52.56
C0163,2024-02-07,56.14
C0163,2024-03-27,226.64
C0163,2024-03-29,34.2
C0163,2024-07-15,28.15
C0163,2024-07-20,30.21
C0163,2024-08-07,66.72
C0163,2024-10-24,37.62
C0163,2024-11-06,47.9
C0163,2024-11-11,57.17
C0163,2024-11-21,38.35
C0163,2025-04-19,15.47
C0164,2023-12-08,5.5
C0164,2023-12-11,155.39
C0164,2023-12-24,38.63
C0164,2023-12-24,32.14
C0164,2024-01-10,23.28
C0164,2024-01-23,23.25
C0164,2024-05-09,35.71
C0164,2024-07-29,28.63
C0164,2024-10-18,54.0
C0164,2025-01-16,67.97
C0164,2025-05-16,13.46
C0164,2025-05-21,27.19
C0165,2024-04-26,36.62
C0165,2024-07-22,14.32
C0165,2024-08-25,56.68
C0166,2024-10-08,26.91
C0167,2024-02-19,51.77
C0167,2024-04-18,79.22
C0167,2024-12-07,35.4
C0167,2025-01-30,17.43
C0167,2025-02-04,36.0
C0167,2025-02-23,30.48
C0167,2025-03-02,14.93
C0167,2025-03-16,32.13
C0167,2025-05-11,53.34
C0169,2023-12-12,32.82
C0169,2024-06-07,32.42
C0169,2024-06-15,19.24
C0169,2024-06-22,81.0
C0169,2024-08-08,32.69
C0169,2024-09-06,80.99
C0169,2024-09-11,136.81
C0169,2025-03-22,41.06
C0169,2025-03-31,10.02
C0169,2025-05-11,24.63
C0169,2025-05-30,81.6
C0170,2023-12-21,16.35
C0170,2024-04-11,24.64
C0170,2024-08-19,119.7
C0170,2024-10-22,24.08
C0170,2025-01-16,16.39
C0170,2025-02-25,37.29
C0170,2025-04-30,66.38
C0171,2024-05-26,35.9
C0171,2024-09-29,53.54
C0171,2024-11-01,31.23
C0172,2024-01-19,173.52
C0172,2024-10-11,124.02
C0172,2024-11-23,106.07
C0172,2024-12-03,34.94
C0172,2024-12-19,76.89
C0172,2025-01-02,194.09
C0172,2025-02-19,199.9
C0172,2025-03-05,114.02
C0173,2024-11-21,37.71
C0173,2025-02-07,61.24
C0173,2025-04-23,87.22
C0174,2025-01-14,33.03
C0174,2025-02-06,22.84
C0176,2024-02-08,26.82
C0176,2024-07-13,10.87
C0177,2024-11-29,69.71
C0177,2025-02-05,44.24
C0177,2025-02-19,33.93
C0177,2025-03-22,17.62
C0179,2025-01-14,16.09
C0180,2024-10-08,36.46
C0180,2024-12-28,35.97
C0181,2025-01-09,71.46
C0182,2023-12-29,31.92
C0182,2024-04-20,26.25
C0182,2024-05-29,30.09
C0182,2024-07-11,31.0
C0182,2024-08-05,43.82
C0182,2024-08-24,73.49
C0182,2024-08-25,42.01
C0182,2025-01-22,13.79
C0182,2025-04-29,31.52
C0182,2025-05-17,33.05
C0184,2024-12-19,43.81
C0184,2025-02-14,38.24
C0184,2025-03-23,20.03
C0184,2025-05-01,15.22
C0185,2024-08-14,74.4
C0185,2024-08-17,25.0
C0185,2024-08-29,31.03
C0185,2024-09-21,27.43
C0186,2024-05-29,109.16
C0186,2024-07-06,118.18
C0186,2024-10-19,45.38
C0186,2024-10-31,88.63
C0186,2024-11-02,135.44
C0186,2025-02-14,70.14
C0187,2024-06-02,35.48
C0187,2024-10-01,34.71
C0187,2025-01-31,20.83
C0188,2024-02-02,78.67
C0188,2024-07-16,38.09
C0189,2024-02-18,117.44
C0189,2024-08-19,57.31
C0189,2024-10-24,67.44
C0189,2024-11-24,134.11
C0189,2025-01-22,88.85
C0189,2025-03-01,153.65
C0189,2025-05-11,51.51
C0190,2023-12-19,32.67
C0190,2023-12-20,27.0
C0190,2024-03-19,27.21
C0190,2024-05-22,67.25
C0190,2024-06-08,29.72
C0190,2025-02-21,23.53
C0190,2025-05-07,23.56
C0190,2025-05-31,14.76
C0191,2024-12-25,27.2
C0191,2025-03-03,22.46
C0191,2025-04-22,69.79
C0192,2024-05-28,30.01
C0192,2024-06-17,37.77
C0192,2024-10-05,52.95
C0192,2024-10-29,20.72
C0192,2024-12-08,872.57
C0192,2025-04-01,28.72
C0192,2025-05-19,29.27
C0193,2024-09-06,17.75
C0193,2025-04-24,9.8
C0193,2025-05-01,23.84
C0194,2023-12-18,29.94
C0194,2023-12-24,48.84
C0194,2024-05-19,16.63
C0194,2024-07-21,64.28
C0194,2025-04-16,7.17
C0195,2025-05-17,57.13
C0196,2024-06-09,66.62
C0196,2024-08-11,28.98
C0196,2024-08-18,69.79
C0196,2024-12-23,42.02
C0196,2025-01-28,11.0
C0196,2025-02-10,55.37
C0196,2025-03-02,19.84
C0196,2025-04-13,76.95
C0197,2025-05-08,41.77
C0199,2024-01-01,51.91
C0199,2024-04-27,45.02
C0199,2024-10-18,25.87
C0199,2025-01-07,58.08
C0199,2025-03-07,56.48
C0200,2025-03-06,34.16
C0201,2023-12-22,25.44
C0201,2023-12-26,17.29
C0201,2024-07-22,33.29
C0201,2024-07-25,34.01
C0201,2024-08-14,47.54
C0201,2024-08-22,45.04
C0201,2024-10-02,18.77
C0201,2024-12-25,43.12
C0201,2025-03-14,23.92
C0201,2025-03-22,24.54
C0202,2025-03-14,30.74
C0202,2025-05-04,16.05
C0204,2024-08-28,17.01
C0204,2025-01-28,29.33
C0205,2024-09-24,63.69
C0205,2024-10-19,30.02
C0205,2025-03-10,34.04
C0206,2023-12-10,42.03
C0206,2024-05-16,121.75
C0206,2024-06-01,97.65
C0206,2024-07-12,119.68
C0206,2024-11-06,149.03
C0206,2024-12-08,37.08
C0206,2025-05-05,95.07
C0207,2025-03-12,16.2
C0207,2025-05-23,60.88
C0208,2025-04-16,14.46
C0209,2023-12-26,24.03
C0209,2024-03-02,46.54
C0209,2024-05-14,22.59
C0209,2024-07-05,24.73
C0209,2024-11-17,79.61
C0209,2025-01-07,21.9
C0209,2025-02-16,32.52
C0209,2025-05-06,48.32
C0210,2025-02-18,77.94
C0211,2024-02-14,17.78
C0211,2024-05-29,19.5
C0211,2024-06-04,25.52
C0211,2024-10-07,20.37
C0212,2024-07-16,31.39
C0212,2024-08-29,21.99
C0212,2024-09-20,31.61
C0212,2024-12-21,19.67
C0212,2024-12-31,25.31
C0212,2025-03-19,25.7
C0213,2025-03-21,43.04
C0214,2024-02-11,67.8
C0214,2024-06-29,40.2
C0214,2024-07-29,11.75
C0214,2024-11-21,20.92
C0214,2024-12-09,96.26
C0214,2024-12-23,26.88
C0214,2025-05-07,83.04
C0214,2025-05-13,16.98
C0215,2024-07-24,58.55
C0215,2024-08-19,11.97
C0215,2024-09-26,43.44
C0215,2024-11-08,27.06
C0215,2024-12-20,10.17
C0215,2025-01-24,74.93
C0215,2025-03-06,17.92
C0216,2024-02-01,29.26
C0216,2024-03-07,20.22
C0216,2024-03-19,119.42
C0216,2024-05-19,44.29
C0216,2024-10-09,30.11
C0216,2025-01-02,32.97
C0216,2025-01-12,32.16
C0216,2025-03-04,50.82
C0216,2025-03-21,15.6
C0217,2024-03-03,29.23
C0217,2024-05-03,16.05
C0217,2024-09-22,35.58
C0217,2024-11-03,42.36
C0217,2025-04-14,35.49
C0217,2025-05-09,19.42
C0219,2023-12-24,69.56
C0219,2024-07-05,36.87
C0219,2024-07-31,14.43
C0219,2024-08-12,24.19
C0219,2024-10-05,9.85
C0219,2024-11-12,26.28
C0219,2024-11-24,54.7
C0219,2024-11-24,78.4
C0219,2025-01-26,63.26
C0219,2025-05-15,45.49
C0220,2025-05-12,25.06
C0221,2024-04-29,26.08
C0221,2024-08-23,391.58
C0221,2024-09-05,17.11
C0221,2024-10-21,19.4
C0221,2025-05-24,36.51
C0222,2024-02-10,84.24
C0222,2024-06-09,43.71
C0223,2024-07-10,29.29
C0223,2024-10-11,95.64
C0223,2025-03-02,21.1
C0223,2025-03-10,10.83
C0224,2024-07-15,38.04
C0224,2024-08-20,26.13
C0224,2024-08-31,38.16
C0224,2024-11-26,27.41
C0224,2024-12-15,23.61
C0224,2025-01-06,41.36
C0224,2025-04-16,12.52
C0225,2025-01-08,32.82
C0225,2025-01-25,15.68
C0226,2024-04-14,29.75
C0226,2024-07-29,19.61
C0226,2024-08-05,26.43
C0226,2024-12-24,38.8
C0226,2025-01-01,30.87
C0226,2025-05-15,22.42
C0226,2025-05-20,17.17
C0227,2025-04-16,27.71
C0228,2024-08-08,13.98
C0228,2024-08-27,51.64
C0228,2024-09-29,17.94
C0228,2024-10-11,12.26
C0228,2024-12-25,55.95
C0228,2025-05-25,10.8
C0229,2024-06-03,17.1
C0229,2024-07-08,11.74
C0229,2025-01-12,39.25
C0229,2025-01-30,14.95
C0229,2025-05-12,90.29
C0230,2024-01-09,84.51
C0230,2024-03-05,40.71
C0230,2024-08-06,29.24
C0230,2025-01-22,73.87
C0230,2025-03-14,43.85
C0231,2024-04-11,59.73
C0231,2024-06-14,14.22
C0231,2025-01-27,15.93
C0231,2025-05-20,107.38
C0232,2025-01-10,38.66
C0232,2025-05-15,335.02
C0233,2024-08-05,26.72
C0233,2025-01-09,14.12
C0234,2024-10-20,60.79
C0234,2024-11-20,27.08
C0234,2024-11-21,59.88
C0234,2025-01-28,23.63
C0234,2025-04-28,75.66
C0234,2025-05-11,15.84
C0235,2024-04-02,37.54
C0235,2025-03-19,35.24
C0236,2024-09-26,26.68
C0236,2025-01-09,19.38
C0236,2025-04-06,48.37
C0236,2025-04-28,14.03
C0236,2025-05-04,20.9
C0237,2024-08-29,33.35
C0237,2024-11-14,65.17
C0237,2024-12-31,67.26
C0238,2024-08-28,37.38
C0238,2024-11-16,41.25
C0238,2025-05-19,39.48
C0239,2024-02-02,38.77
C0239,2024-06-09,17.36
C0239,2024-10-03,97.22
C0239,2024-12-09,31.36
C0239,2024-12-28,52.76
C0239,2024-12-31,28.12
C0239,2025-03-11,34.69
C0239,2025-03-25,31.1
C0239,2025-04-05,19.99
C0239,2025-05-05,38.21
C0240,2024-05-15,21.78
C0240,2024-11-12,81.2
C0240,2025-04-15,41.4
C0241,2024-12-17,31.84
C0241,2024-12-18,34.19
C0241,2025-03-19,14.35
C0241,2025-04-24,31.54
C0242,2024-07-28,51.3
C0243,2024-10-30,29.8
C0243,2025-02-12,54.51
C0244,2024-05-23,78.32
C0244,2024-05-29,87.65
C0244,2024-08-03,66.18
C0244,2024-12-30,51.19
C0244,2025-01-14,70.46
C0244,2025-03-19,93.06
C0245,2024-07-09,57.85
C0245,2024-11-06,52.14
C0245,2025-05-21,23.74
